Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,Belgium,Belgium,BE,62.9,94.01,87.35,48.75,entsoe.eu,false,
2024-01-01 01:00:00,Belgium,Belgium,BE,65.17,96.43,87.61,50.6,entsoe.eu,false,
2024-01-01 02:00:00,Belgium,Belgium,BE,66.04,97.57,87.44,50.38,entsoe.eu,false,
2024-01-01 03:00:00,Belgium,Belgium,BE,64.08,95.23,87.48,49.52,entsoe.eu,false,
2024-01-01 04:00:00,Belgium,Belgium,BE,64.06,95.28,87.4,49.33,entsoe.eu,false,
2024-01-01 05:00:00,Belgium,Belgium,BE,69.01,101.26,86.65,49.85,entsoe.eu,false,
2024-01-01 06:00:00,Belgium,Belgium,BE,71.57,104.19,86.23,49.76,entsoe.eu,false,
2024-01-01 07:00:00,Belgium,Belgium,BE,72.87,106.1,85.91,49.06,entsoe.eu,false,
2024-01-01 08:00:00,Belgium,Belgium,BE,68.45,100.85,86.48,48.01,entsoe.eu,false,
2024-01-01 09:00:00,Belgium,Belgium,BE,65.68,98.19,87.07,49.55,entsoe.eu,false,
2024-01-01 10:00:00,Belgium,Belgium,BE,64.54,97.84,87.26,51.56,entsoe.eu,false,
2024-01-01 11:00:00,Belgium,Belgium,BE,66.48,100.07,87.11,52.29,entsoe.eu,false,
2024-01-01 12:00:00,Belgium,Belgium,BE,68.89,102.61,86.71,51.28,entsoe.eu,false,
2024-01-01 13:00:00,Belgium,Belgium,BE,69.26,102.24,86.7,48.7,entsoe.eu,false,
2024-01-01 14:00:00,Belgium,Belgium,BE,62.26,92.5,87.25,39.87,entsoe.eu,false,
2024-01-01 15:00:00,Belgium,Belgium,BE,62.85,90.89,87.62,35.83,entsoe.eu,false,
2024-01-01 16:00:00,Belgium,Belgium,BE,74.2,99.72,86.89,38.11,entsoe.eu,false,
2024-01-01 17:00:00,Belgium,Belgium,BE,59.2,81.76,89.78,41.93,entsoe.eu,false,
2024-01-01 18:00:00,Belgium,Belgium,BE,61.72,84.21,89.52,41.87,entsoe.eu,false,
2024-01-01 19:00:00,Belgium,Belgium,BE,73.3,99.1,86.7,39.73,entsoe.eu,false,
2024-01-01 20:00:00,Belgium,Belgium,BE,59.2,82.91,89.41,44.01,entsoe.eu,false,
2024-01-01 21:00:00,Belgium,Belgium,BE,49.11,75.69,89.72,42.39,entsoe.eu,false,
2024-01-01 22:00:00,Belgium,Belgium,BE,50.45,77.57,89.43,43.37,entsoe.eu,false,
2024-01-01 23:00:00,Belgium,Belgium,BE,51.47,79.25,89.17,45.27,entsoe.eu,false,
2024-01-02 00:00:00,Belgium,Belgium,BE,49.5,76.27,89.62,42.98,entsoe.eu,false,
2024-01-02 01:00:00,Belgium,Belgium,BE,53.65,81.92,88.77,43.73,entsoe.eu,false,
2024-01-02 02:00:00,Belgium,Belgium,BE,53.03,80.98,89.0,44.17,entsoe.eu,false,
2024-01-02 03:00:00,Belgium,Belgium,BE,53.05,81.0,89.11,44.87,entsoe.eu,false,
2024-01-02 04:00:00,Belgium,Belgium,BE,54.35,82.55,88.88,45.35,entsoe.eu,false,
2024-01-02 05:00:00,Belgium,Belgium,BE,53.87,81.41,88.97,43.32,entsoe.eu,false,
2024-01-02 06:00:00,Belgium,Belgium,BE,57.33,85.76,88.26,43.33,entsoe.eu,false,
2024-01-02 07:00:00,Belgium,Belgium,BE,59.44,87.12,88.17,42.63,entsoe.eu,false,
2024-01-02 08:00:00,Belgium,Belgium,BE,60.38,86.86,88.38,42.14,entsoe.eu,false,
2024-01-02 09:00:00,Belgium,Belgium,BE,57.15,84.26,88.5,40.68,entsoe.eu,false,
2024-01-02 10:00:00,Belgium,Belgium,BE,55.15,81.37,88.98,41.75,entsoe.eu,false,
2024-01-02 11:00:00,Belgium,Belgium,BE,55.26,81.84,88.81,43.13,entsoe.eu,false,
2024-01-02 12:00:00,Belgium,Belgium,BE,55.69,82.27,88.84,44.61,entsoe.eu,false,
2024-01-02 13:00:00,Belgium,Belgium,BE,57.01,83.93,88.65,44.44,entsoe.eu,false,
2024-01-02 14:00:00,Belgium,Belgium,BE,55.9,83.23,88.54,43.91,entsoe.eu,false,
2024-01-02 15:00:00,Belgium,Belgium,BE,56.91,84.87,88.25,43.31,entsoe.eu,false,
2024-01-02 16:00:00,Belgium,Belgium,BE,72.75,97.73,87.31,44.13,entsoe.eu,false,
2024-01-02 17:00:00,Belgium,Belgium,BE,71.09,95.58,87.67,43.48,entsoe.eu,false,
2024-01-02 18:00:00,Belgium,Belgium,BE,66.19,89.61,88.5,43.95,entsoe.eu,false,
2024-01-02 19:00:00,Belgium,Belgium,BE,70.2,97.9,87.16,45.4,entsoe.eu,false,
2024-01-02 20:00:00,Belgium,Belgium,BE,70.09,99.97,86.49,44.87,entsoe.eu,false,
2024-01-02 21:00:00,Belgium,Belgium,BE,68.04,97.52,86.92,45.48,entsoe.eu,false,
2024-01-02 22:00:00,Belgium,Belgium,BE,68.57,100.07,86.15,45.29,entsoe.eu,false,
2024-01-02 23:00:00,Belgium,Belgium,BE,56.39,84.75,88.46,45.48,entsoe.eu,false,
2024-01-03 00:00:00,Belgium,Belgium,BE,59.99,89.55,87.86,46.7,entsoe.eu,false,
2024-01-03 01:00:00,Belgium,Belgium,BE,68.74,100.94,86.47,49.34,entsoe.eu,false,
2024-01-03 02:00:00,Belgium,Belgium,BE,66.25,97.99,86.58,47.55,entsoe.eu,false,
2024-01-03 03:00:00,Belgium,Belgium,BE,64.41,95.64,86.98,47.41,entsoe.eu,false,
2024-01-03 04:00:00,Belgium,Belgium,BE,59.89,89.21,88.02,45.75,entsoe.eu,false,
2024-01-03 05:00:00,Belgium,Belgium,BE,61.42,91.04,87.67,45.8,entsoe.eu,false,
2024-01-03 06:00:00,Belgium,Belgium,BE,63.84,94.0,87.16,46.28,entsoe.eu,false,
2024-01-03 07:00:00,Belgium,Belgium,BE,65.89,96.19,86.77,45.69,entsoe.eu,false,
2024-01-03 08:00:00,Belgium,Belgium,BE,69.42,100.49,86.31,46.78,entsoe.eu,false,
2024-01-03 09:00:00,Belgium,Belgium,BE,68.7,100.02,86.56,48.15,entsoe.eu,false,
2024-01-03 10:00:00,Belgium,Belgium,BE,66.84,98.59,86.78,49.01,entsoe.eu,false,
2024-01-03 11:00:00,Belgium,Belgium,BE,67.29,98.91,86.81,49.3,entsoe.eu,false,
2024-01-03 12:00:00,Belgium,Belgium,BE,66.48,97.35,87.11,48.62,entsoe.eu,false,
2024-01-03 13:00:00,Belgium,Belgium,BE,59.45,88.23,87.89,44.7,entsoe.eu,false,
2024-01-03 14:00:00,Belgium,Belgium,BE,58.39,86.65,87.96,43.05,entsoe.eu,false,
2024-01-03 15:00:00,Belgium,Belgium,BE,61.08,89.28,87.43,41.93,entsoe.eu,false,
2024-01-03 16:00:00,Belgium,Belgium,BE,74.31,99.97,86.79,44.49,entsoe.eu,false,
2024-01-03 17:00:00,Belgium,Belgium,BE,74.77,100.05,86.97,46.28,entsoe.eu,false,
2024-01-03 18:00:00,Belgium,Belgium,BE,77.71,103.2,86.95,48.56,entsoe.eu,false,
2024-01-03 19:00:00,Belgium,Belgium,BE,62.46,87.52,88.28,45.43,entsoe.eu,false,
2024-01-03 20:00:00,Belgium,Belgium,BE,56.8,84.12,88.19,42.34,entsoe.eu,false,
2024-01-03 21:00:00,Belgium,Belgium,BE,58.93,87.24,87.61,41.74,entsoe.eu,false,
2024-01-03 22:00:00,Belgium,Belgium,BE,63.36,92.79,86.88,40.61,entsoe.eu,false,
2024-01-03 23:00:00,Belgium,Belgium,BE,56.0,84.36,88.07,38.27,entsoe.eu,false,
2024-01-04 00:00:00,Belgium,Belgium,BE,56.17,84.42,88.03,37.48,entsoe.eu,false,
2024-01-04 01:00:00,Belgium,Belgium,BE,59.68,89.03,87.31,36.34,entsoe.eu,false,
2024-01-04 02:00:00,Belgium,Belgium,BE,60.71,90.11,87.15,37.13,entsoe.eu,false,
2024-01-04 03:00:00,Belgium,Belgium,BE,59.98,89.22,87.2,36.29,entsoe.eu,false,
2024-01-04 04:00:00,Belgium,Belgium,BE,64.05,94.28,86.28,35.32,entsoe.eu,false,
2024-01-04 05:00:00,Belgium,Belgium,BE,76.07,109.65,83.57,35.05,entsoe.eu,false,
2024-01-04 06:00:00,Belgium,Belgium,BE,77.91,111.33,83.66,37.58,entsoe.eu,false,
2024-01-04 07:00:00,Belgium,Belgium,BE,83.52,118.83,82.05,37.03,entsoe.eu,false,
2024-01-04 08:00:00,Belgium,Belgium,BE,97.39,135.63,79.08,35.86,entsoe.eu,false,
2024-01-04 09:00:00,Belgium,Belgium,BE,99.55,140.04,78.11,36.78,entsoe.eu,false,
2024-01-04 10:00:00,Belgium,Belgium,BE,91.84,131.9,79.8,37.8,entsoe.eu,false,
2024-01-04 11:00:00,Belgium,Belgium,BE,91.37,131.65,79.86,37.4,entsoe.eu,false,
2024-01-04 12:00:00,Belgium,Belgium,BE,91.35,131.36,79.83,34.4,entsoe.eu,false,
2024-01-04 13:00:00,Belgium,Belgium,BE,100.57,142.32,77.35,29.33,entsoe.eu,false,
2024-01-04 14:00:00,Belgium,Belgium,BE,115.01,159.01,73.64,23.47,entsoe.eu,false,
2024-01-04 15:00:00,Belgium,Belgium,BE,129.39,170.12,72.48,24.37,entsoe.eu,false,
2024-01-04 16:00:00,Belgium,Belgium,BE,132.58,172.42,72.4,26.96,entsoe.eu,false,
2024-01-04 17:00:00,Belgium,Belgium,BE,132.9,173.25,72.13,27.89,entsoe.eu,false,
2024-01-04 18:00:00,Belgium,Belgium,BE,127.98,168.6,72.67,28.85,entsoe.eu,false,
2024-01-04 19:00:00,Belgium,Belgium,BE,92.17,127.78,79.61,31.07,entsoe.eu,false,
2024-01-04 20:00:00,Belgium,Belgium,BE,84.14,119.09,81.37,33.95,entsoe.eu,false,
2024-01-04 21:00:00,Belgium,Belgium,BE,82.98,118.14,81.56,36.0,entsoe.eu,false,
2024-01-04 22:00:00,Belgium,Belgium,BE,83.89,119.01,81.46,36.4,entsoe.eu,false,
2024-01-04 23:00:00,Belgium,Belgium,BE,75.09,108.75,83.39,38.16,entsoe.eu,false,
2024-01-05 00:00:00,Belgium,Belgium,BE,67.09,98.65,85.31,39.32,entsoe.eu,false,
2024-01-05 01:00:00,Belgium,Belgium,BE,66.0,97.23,85.55,39.05,entsoe.eu,false,
2024-01-05 02:00:00,Belgium,Belgium,BE,66.88,98.23,85.45,39.99,entsoe.eu,false,
2024-01-05 03:00:00,Belgium,Belgium,BE,67.08,98.59,85.29,40.93,entsoe.eu,false,
2024-01-05 04:00:00,Belgium,Belgium,BE,70.04,102.28,84.77,41.71,entsoe.eu,false,
2024-01-05 05:00:00,Belgium,Belgium,BE,77.74,111.78,83.18,39.83,entsoe.eu,false,
2024-01-05 06:00:00,Belgium,Belgium,BE,83.4,119.35,81.9,42.06,entsoe.eu,false,
2024-01-05 07:00:00,Belgium,Belgium,BE,93.71,131.36,80.16,39.15,entsoe.eu,false,
2024-01-05 08:00:00,Belgium,Belgium,BE,91.2,128.14,80.76,40.11,entsoe.eu,false,
2024-01-05 09:00:00,Belgium,Belgium,BE,105.36,144.13,79.63,41.55,entsoe.eu,false,
2024-01-05 10:00:00,Belgium,Belgium,BE,101.08,141.22,78.9,41.3,entsoe.eu,false,
2024-01-05 11:00:00,Belgium,Belgium,BE,101.19,139.67,79.98,41.65,entsoe.eu,false,
2024-01-05 12:00:00,Belgium,Belgium,BE,93.36,130.18,81.25,40.57,entsoe.eu,false,
2024-01-05 13:00:00,Belgium,Belgium,BE,90.43,126.45,81.84,41.71,entsoe.eu,false,
2024-01-05 14:00:00,Belgium,Belgium,BE,81.52,116.19,82.45,38.68,entsoe.eu,false,
2024-01-05 15:00:00,Belgium,Belgium,BE,85.66,119.96,81.98,36.72,entsoe.eu,false,
2024-01-05 16:00:00,Belgium,Belgium,BE,92.37,123.87,82.15,38.5,entsoe.eu,false,
2024-01-05 17:00:00,Belgium,Belgium,BE,100.6,133.31,80.82,40.01,entsoe.eu,false,
2024-01-05 18:00:00,Belgium,Belgium,BE,108.7,146.84,78.74,37.66,entsoe.eu,false,
2024-01-05 19:00:00,Belgium,Belgium,BE,113.61,152.96,78.06,36.43,entsoe.eu,false,
2024-01-05 20:00:00,Belgium,Belgium,BE,105.58,146.39,77.48,33.58,entsoe.eu,false,
2024-01-05 21:00:00,Belgium,Belgium,BE,105.3,145.32,78.12,33.02,entsoe.eu,false,
2024-01-05 22:00:00,Belgium,Belgium,BE,100.87,140.37,78.54,32.84,entsoe.eu,false,
2024-01-05 23:00:00,Belgium,Belgium,BE,84.46,120.36,81.89,30.94,entsoe.eu,false,
2024-01-06 00:00:00,Belgium,Belgium,BE,90.88,127.1,80.87,30.31,entsoe.eu,false,
2024-01-06 01:00:00,Belgium,Belgium,BE,86.18,122.4,81.27,28.67,entsoe.eu,false,
2024-01-06 02:00:00,Belgium,Belgium,BE,80.86,115.64,82.39,27.29,entsoe.eu,false,
2024-01-06 03:00:00,Belgium,Belgium,BE,76.95,111.02,83.09,26.41,entsoe.eu,false,
2024-01-06 04:00:00,Belgium,Belgium,BE,79.84,114.81,82.56,25.68,entsoe.eu,false,
2024-01-06 05:00:00,Belgium,Belgium,BE,82.71,118.26,81.98,26.01,entsoe.eu,false,
2024-01-06 06:00:00,Belgium,Belgium,BE,89.85,127.4,80.43,26.23,entsoe.eu,false,
2024-01-06 07:00:00,Belgium,Belgium,BE,109.16,151.13,76.1,24.49,entsoe.eu,false,
2024-01-06 08:00:00,Belgium,Belgium,BE,116.43,158.9,74.83,24.12,entsoe.eu,false,
2024-01-06 09:00:00,Belgium,Belgium,BE,110.97,153.06,75.5,23.48,entsoe.eu,false,
2024-01-06 10:00:00,Belgium,Belgium,BE,109.48,150.1,76.44,25.66,entsoe.eu,false,
2024-01-06 11:00:00,Belgium,Belgium,BE,100.23,140.43,77.76,25.33,entsoe.eu,false,
2024-01-06 12:00:00,Belgium,Belgium,BE,96.28,135.26,78.68,26.92,entsoe.eu,false,
2024-01-06 13:00:00,Belgium,Belgium,BE,95.06,133.65,79.01,28.11,entsoe.eu,false,
2024-01-06 14:00:00,Belgium,Belgium,BE,96.9,135.78,78.53,27.87,entsoe.eu,false,
2024-01-06 15:00:00,Belgium,Belgium,BE,95.41,133.64,78.76,27.77,entsoe.eu,false,
2024-01-06 16:00:00,Belgium,Belgium,BE,96.55,134.09,78.78,27.37,entsoe.eu,false,
2024-01-06 17:00:00,Belgium,Belgium,BE,104.29,141.68,78.07,29.03,entsoe.eu,false,
2024-01-06 18:00:00,Belgium,Belgium,BE,108.7,147.67,76.99,28.2,entsoe.eu,false,
2024-01-06 19:00:00,Belgium,Belgium,BE,111.01,150.84,76.31,27.68,entsoe.eu,false,
2024-01-06 20:00:00,Belgium,Belgium,BE,118.93,162.82,73.87,25.66,entsoe.eu,false,
2024-01-06 21:00:00,Belgium,Belgium,BE,115.47,158.46,75.25,26.3,entsoe.eu,false,
2024-01-06 22:00:00,Belgium,Belgium,BE,98.01,136.54,79.53,28.04,entsoe.eu,false,
2024-01-06 23:00:00,Belgium,Belgium,BE,99.38,137.09,80.54,27.99,entsoe.eu,false,
2024-01-07 00:00:00,Belgium,Belgium,BE,83.12,117.57,83.07,26.12,entsoe.eu,false,
2024-01-07 01:00:00,Belgium,Belgium,BE,71.61,104.0,84.79,29.68,entsoe.eu,false,
2024-01-07 02:00:00,Belgium,Belgium,BE,67.92,99.23,85.46,31.19,entsoe.eu,false,
2024-01-07 03:00:00,Belgium,Belgium,BE,67.03,98.34,85.58,31.28,entsoe.eu,false,
2024-01-07 04:00:00,Belgium,Belgium,BE,65.16,95.75,85.95,31.61,entsoe.eu,false,
2024-01-07 05:00:00,Belgium,Belgium,BE,67.75,99.22,85.47,31.92,entsoe.eu,false,
2024-01-07 06:00:00,Belgium,Belgium,BE,71.85,104.24,84.69,32.25,entsoe.eu,false,
2024-01-07 07:00:00,Belgium,Belgium,BE,72.92,105.35,84.52,31.79,entsoe.eu,false,
2024-01-07 08:00:00,Belgium,Belgium,BE,76.04,108.94,83.99,31.62,entsoe.eu,false,
2024-01-07 09:00:00,Belgium,Belgium,BE,80.21,114.29,83.22,33.32,entsoe.eu,false,
2024-01-07 10:00:00,Belgium,Belgium,BE,84.56,120.22,82.29,35.39,entsoe.eu,false,
2024-01-07 11:00:00,Belgium,Belgium,BE,83.4,119.03,82.37,36.36,entsoe.eu,false,
2024-01-07 12:00:00,Belgium,Belgium,BE,81.59,114.94,83.41,35.69,entsoe.eu,false,
2024-01-07 13:00:00,Belgium,Belgium,BE,77.6,107.71,84.94,36.05,entsoe.eu,false,
2024-01-07 14:00:00,Belgium,Belgium,BE,74.13,105.92,84.7,34.91,entsoe.eu,false,
2024-01-07 15:00:00,Belgium,Belgium,BE,66.82,97.18,85.96,35.24,entsoe.eu,false,
2024-01-07 16:00:00,Belgium,Belgium,BE,69.06,99.39,85.54,36.33,entsoe.eu,false,
2024-01-07 17:00:00,Belgium,Belgium,BE,73.01,100.78,86.15,40.67,entsoe.eu,false,
2024-01-07 18:00:00,Belgium,Belgium,BE,91.49,127.21,80.58,38.36,entsoe.eu,false,
2024-01-07 19:00:00,Belgium,Belgium,BE,100.41,138.96,78.96,37.97,entsoe.eu,false,
2024-01-07 20:00:00,Belgium,Belgium,BE,107.9,148.86,77.49,38.69,entsoe.eu,false,
2024-01-07 21:00:00,Belgium,Belgium,BE,116.66,159.8,75.74,38.16,entsoe.eu,false,
2024-01-07 22:00:00,Belgium,Belgium,BE,106.3,146.77,77.96,36.86,entsoe.eu,false,
2024-01-07 23:00:00,Belgium,Belgium,BE,97.15,135.73,79.39,38.94,entsoe.eu,false,
2024-01-08 00:00:00,Belgium,Belgium,BE,90.51,127.42,80.72,39.36,entsoe.eu,false,
2024-01-08 01:00:00,Belgium,Belgium,BE,89.61,126.61,80.79,39.43,entsoe.eu,false,
2024-01-08 02:00:00,Belgium,Belgium,BE,82.3,117.63,82.26,38.85,entsoe.eu,false,
2024-01-08 03:00:00,Belgium,Belgium,BE,84.97,121.22,81.31,37.35,entsoe.eu,false,
2024-01-08 04:00:00,Belgium,Belgium,BE,100.27,140.67,77.53,36.18,entsoe.eu,false,
2024-01-08 05:00:00,Belgium,Belgium,BE,130.37,179.02,70.15,33.76,entsoe.eu,false,
2024-01-08 06:00:00,Belgium,Belgium,BE,167.28,222.88,62.01,30.67,entsoe.eu,false,
2024-01-08 07:00:00,Belgium,Belgium,BE,169.42,226.6,61.17,28.43,entsoe.eu,false,
2024-01-08 08:00:00,Belgium,Belgium,BE,168.8,226.1,61.27,29.81,entsoe.eu,false,
2024-01-08 09:00:00,Belgium,Belgium,BE,173.32,230.72,60.88,33.48,entsoe.eu,false,
2024-01-08 10:00:00,Belgium,Belgium,BE,167.94,222.79,63.37,36.39,entsoe.eu,false,
2024-01-08 11:00:00,Belgium,Belgium,BE,157.47,213.31,64.06,37.85,entsoe.eu,false,
2024-01-08 12:00:00,Belgium,Belgium,BE,163.44,218.95,64.16,37.98,entsoe.eu,false,
2024-01-08 13:00:00,Belgium,Belgium,BE,157.47,211.4,65.15,38.15,entsoe.eu,false,
2024-01-08 14:00:00,Belgium,Belgium,BE,153.24,207.97,64.53,35.26,entsoe.eu,false,
2024-01-08 15:00:00,Belgium,Belgium,BE,162.88,219.66,62.11,31.84,entsoe.eu,false,
2024-01-08 16:00:00,Belgium,Belgium,BE,176.61,233.24,61.23,33.39,entsoe.eu,false,
2024-01-08 17:00:00,Belgium,Belgium,BE,175.93,234.07,59.84,33.85,entsoe.eu,false,
2024-01-08 18:00:00,Belgium,Belgium,BE,171.85,229.13,60.81,34.43,entsoe.eu,false,
2024-01-08 19:00:00,Belgium,Belgium,BE,171.95,229.87,60.4,33.82,entsoe.eu,false,
2024-01-08 20:00:00,Belgium,Belgium,BE,168.32,225.79,61.09,33.68,entsoe.eu,false,
2024-01-08 21:00:00,Belgium,Belgium,BE,163.13,219.94,62.06,33.62,entsoe.eu,false,
2024-01-08 22:00:00,Belgium,Belgium,BE,151.13,203.99,65.4,35.91,entsoe.eu,false,
2024-01-08 23:00:00,Belgium,Belgium,BE,135.07,184.56,69.49,38.08,entsoe.eu,false,
2024-01-09 00:00:00,Belgium,Belgium,BE,126.04,173.12,71.69,38.89,entsoe.eu,false,
2024-01-09 01:00:00,Belgium,Belgium,BE,124.35,171.05,71.98,38.26,entsoe.eu,false,
2024-01-09 02:00:00,Belgium,Belgium,BE,128.42,176.36,70.92,37.42,entsoe.eu,false,
2024-01-09 03:00:00,Belgium,Belgium,BE,136.56,186.75,68.97,35.59,entsoe.eu,false,
2024-01-09 04:00:00,Belgium,Belgium,BE,145.56,199.13,66.31,34.11,entsoe.eu,false,
2024-01-09 05:00:00,Belgium,Belgium,BE,161.95,219.84,62.16,31.76,entsoe.eu,false,
2024-01-09 06:00:00,Belgium,Belgium,BE,184.63,247.8,56.63,27.65,entsoe.eu,false,
2024-01-09 07:00:00,Belgium,Belgium,BE,191.8,254.97,55.55,27.34,entsoe.eu,false,
2024-01-09 08:00:00,Belgium,Belgium,BE,186.09,247.87,57.41,30.92,entsoe.eu,false,
2024-01-09 09:00:00,Belgium,Belgium,BE,164.62,224.14,61.89,37.69,entsoe.eu,false,
2024-01-09 10:00:00,Belgium,Belgium,BE,149.61,206.97,65.07,41.52,entsoe.eu,false,
2024-01-09 11:00:00,Belgium,Belgium,BE,140.03,195.81,67.22,43.47,entsoe.eu,false,
2024-01-09 12:00:00,Belgium,Belgium,BE,140.58,196.58,66.96,42.79,entsoe.eu,false,
2024-01-09 13:00:00,Belgium,Belgium,BE,145.96,202.32,65.73,40.21,entsoe.eu,false,
2024-01-09 14:00:00,Belgium,Belgium,BE,153.23,209.85,64.1,36.04,entsoe.eu,false,
2024-01-09 15:00:00,Belgium,Belgium,BE,168.3,226.65,60.61,30.8,entsoe.eu,false,
2024-01-09 16:00:00,Belgium,Belgium,BE,172.67,226.17,61.59,34.11,entsoe.eu,false,
2024-01-09 17:00:00,Belgium,Belgium,BE,181.54,238.38,59.18,33.32,entsoe.eu,false,
2024-01-09 18:00:00,Belgium,Belgium,BE,192.4,251.37,56.95,30.96,entsoe.eu,false,
2024-01-09 19:00:00,Belgium,Belgium,BE,192.51,255.23,55.67,29.3,entsoe.eu,false,
2024-01-09 20:00:00,Belgium,Belgium,BE,185.7,247.44,57.13,28.92,entsoe.eu,false,
2024-01-09 21:00:00,Belgium,Belgium,BE,178.43,238.6,59.03,29.65,entsoe.eu,false,
2024-01-09 22:00:00,Belgium,Belgium,BE,179.3,239.54,59.13,29.0,entsoe.eu,false,
2024-01-09 23:00:00,Belgium,Belgium,BE,181.52,243.8,58.28,27.13,entsoe.eu,false,
2024-01-10 00:00:00,Belgium,Belgium,BE,187.72,250.52,57.63,25.18,entsoe.eu,false,
2024-01-10 01:00:00,Belgium,Belgium,BE,186.27,250.01,56.85,24.24,entsoe.eu,false,
2024-01-10 02:00:00,Belgium,Belgium,BE,187.59,251.7,56.51,23.31,entsoe.eu,false,
2024-01-10 03:00:00,Belgium,Belgium,BE,188.1,252.67,56.23,22.84,entsoe.eu,false,
2024-01-10 04:00:00,Belgium,Belgium,BE,192.45,258.36,54.83,20.82,entsoe.eu,false,
2024-01-10 05:00:00,Belgium,Belgium,BE,200.58,268.8,52.52,19.24,entsoe.eu,false,
2024-01-10 06:00:00,Belgium,Belgium,BE,214.29,281.85,50.79,19.73,entsoe.eu,false,
2024-01-10 07:00:00,Belgium,Belgium,BE,217.43,280.77,51.76,22.1,entsoe.eu,false,
2024-01-10 08:00:00,Belgium,Belgium,BE,214.64,282.66,50.95,22.76,entsoe.eu,false,
2024-01-10 09:00:00,Belgium,Belgium,BE,194.86,261.56,55.18,30.16,entsoe.eu,false,
2024-01-10 10:00:00,Belgium,Belgium,BE,186.26,251.36,57.78,33.5,entsoe.eu,false,
2024-01-10 11:00:00,Belgium,Belgium,BE,180.66,246.05,58.46,34.47,entsoe.eu,false,
2024-01-10 12:00:00,Belgium,Belgium,BE,184.68,251.16,57.33,31.8,entsoe.eu,false,
2024-01-10 13:00:00,Belgium,Belgium,BE,191.47,258.74,55.66,28.32,entsoe.eu,false,
2024-01-10 14:00:00,Belgium,Belgium,BE,199.14,267.17,53.58,22.54,entsoe.eu,false,
2024-01-10 15:00:00,Belgium,Belgium,BE,214.67,284.53,50.12,16.91,entsoe.eu,false,
2024-01-10 16:00:00,Belgium,Belgium,BE,221.88,287.57,50.48,20.2,entsoe.eu,false,
2024-01-10 17:00:00,Belgium,Belgium,BE,226.6,293.99,49.35,20.84,entsoe.eu,false,
2024-01-10 18:00:00,Belgium,Belgium,BE,235.45,304.58,48.16,19.33,entsoe.eu,false,
2024-01-10 19:00:00,Belgium,Belgium,BE,233.44,306.87,46.45,16.06,entsoe.eu,false,
2024-01-10 20:00:00,Belgium,Belgium,BE,225.73,298.19,47.87,15.21,entsoe.eu,false,
2024-01-10 21:00:00,Belgium,Belgium,BE,224.42,297.45,47.75,14.07,entsoe.eu,false,
2024-01-10 22:00:00,Belgium,Belgium,BE,228.69,303.36,46.67,13.51,entsoe.eu,false,
2024-01-10 23:00:00,Belgium,Belgium,BE,230.09,304.91,46.61,12.86,entsoe.eu,false,
2024-01-11 00:00:00,Belgium,Belgium,BE,229.88,303.96,47.12,11.81,entsoe.eu,false,
2024-01-11 01:00:00,Belgium,Belgium,BE,228.47,302.65,47.17,11.45,entsoe.eu,false,
2024-01-11 02:00:00,Belgium,Belgium,BE,219.89,291.89,48.89,11.43,entsoe.eu,false,
2024-01-11 03:00:00,Belgium,Belgium,BE,219.08,291.59,48.86,11.52,entsoe.eu,false,
2024-01-11 04:00:00,Belgium,Belgium,BE,223.89,298.1,47.67,12.73,entsoe.eu,false,
2024-01-11 05:00:00,Belgium,Belgium,BE,218.8,291.71,48.57,14.93,entsoe.eu,false,
2024-01-11 06:00:00,Belgium,Belgium,BE,199.62,264.8,53.76,16.31,entsoe.eu,false,
2024-01-11 07:00:00,Belgium,Belgium,BE,213.64,278.25,52.3,19.57,entsoe.eu,false,
2024-01-11 08:00:00,Belgium,Belgium,BE,210.0,275.78,52.94,22.5,entsoe.eu,false,
2024-01-11 09:00:00,Belgium,Belgium,BE,201.16,268.95,54.43,26.57,entsoe.eu,false,
2024-01-11 10:00:00,Belgium,Belgium,BE,185.14,251.07,57.44,31.05,entsoe.eu,false,
2024-01-11 11:00:00,Belgium,Belgium,BE,178.17,242.91,58.96,32.37,entsoe.eu,false,
2024-01-11 12:00:00,Belgium,Belgium,BE,169.92,233.21,60.41,32.8,entsoe.eu,false,
2024-01-11 13:00:00,Belgium,Belgium,BE,173.08,236.17,59.6,29.38,entsoe.eu,false,
2024-01-11 14:00:00,Belgium,Belgium,BE,184.79,248.54,56.73,21.57,entsoe.eu,false,
2024-01-11 15:00:00,Belgium,Belgium,BE,199.51,263.22,53.96,16.25,entsoe.eu,false,
2024-01-11 16:00:00,Belgium,Belgium,BE,191.12,247.82,57.72,20.91,entsoe.eu,false,
2024-01-11 17:00:00,Belgium,Belgium,BE,204.83,264.91,54.8,19.95,entsoe.eu,false,
2024-01-11 18:00:00,Belgium,Belgium,BE,221.53,285.78,51.9,18.7,entsoe.eu,false,
2024-01-11 19:00:00,Belgium,Belgium,BE,232.89,301.33,49.58,16.2,entsoe.eu,false,
2024-01-11 20:00:00,Belgium,Belgium,BE,229.12,302.13,47.08,14.62,entsoe.eu,false,
