Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-02-17 09:00:00,Belgium,Belgium,BE,106.41,149.76,78.54,28.88,entsoe.eu,false,
2024-02-17 10:00:00,Belgium,Belgium,BE,87.95,129.49,81.49,34.51,entsoe.eu,false,
2024-02-17 11:00:00,Belgium,Belgium,BE,78.05,118.08,83.45,37.7,entsoe.eu,false,
2024-02-17 12:00:00,Belgium,Belgium,BE,71.55,109.97,84.75,38.44,entsoe.eu,false,
2024-02-17 13:00:00,Belgium,Belgium,BE,76.45,114.99,83.71,34.76,entsoe.eu,false,
2024-02-17 14:00:00,Belgium,Belgium,BE,92.21,133.31,80.31,29.48,entsoe.eu,false,
2024-02-17 15:00:00,Belgium,Belgium,BE,107.99,151.47,76.75,25.22,entsoe.eu,false,
2024-02-17 16:00:00,Belgium,Belgium,BE,118.7,161.18,76.03,21.82,entsoe.eu,false,
2024-02-17 17:00:00,Belgium,Belgium,BE,127.71,167.79,75.23,24.98,entsoe.eu,false,
2024-02-17 18:00:00,Belgium,Belgium,BE,122.97,162.73,76.14,25.39,entsoe.eu,false,
2024-02-17 19:00:00,Belgium,Belgium,BE,122.33,162.79,76.0,25.28,entsoe.eu,false,
2024-02-17 20:00:00,Belgium,Belgium,BE,110.06,152.19,75.92,23.79,entsoe.eu,false,
2024-02-17 21:00:00,Belgium,Belgium,BE,107.05,147.7,77.0,27.68,entsoe.eu,false,
2024-02-17 22:00:00,Belgium,Belgium,BE,102.12,142.43,77.87,29.06,entsoe.eu,false,
2024-02-17 23:00:00,Belgium,Belgium,BE,90.55,128.18,80.74,33.27,entsoe.eu,false,
2024-02-18 00:00:00,Belgium,Belgium,BE,85.73,122.97,81.51,34.52,entsoe.eu,false,
2024-02-18 01:00:00,Belgium,Belgium,BE,86.01,123.06,81.6,35.5,entsoe.eu,false,
2024-02-18 02:00:00,Belgium,Belgium,BE,84.0,120.98,82.09,37.34,entsoe.eu,false,
2024-02-18 03:00:00,Belgium,Belgium,BE,82.46,119.25,82.31,38.53,entsoe.eu,false,
2024-02-18 04:00:00,Belgium,Belgium,BE,84.69,122.22,81.8,39.05,entsoe.eu,false,
2024-02-18 05:00:00,Belgium,Belgium,BE,88.17,126.19,81.22,39.68,entsoe.eu,false,
2024-02-18 06:00:00,Belgium,Belgium,BE,87.9,125.47,81.44,40.34,entsoe.eu,false,
2024-02-18 07:00:00,Belgium,Belgium,BE,85.24,122.09,82.11,41.1,entsoe.eu,false,
2024-02-18 08:00:00,Belgium,Belgium,BE,78.71,113.99,83.44,42.69,entsoe.eu,false,
2024-02-18 09:00:00,Belgium,Belgium,BE,74.28,108.9,84.3,43.94,entsoe.eu,false,
2024-02-18 10:00:00,Belgium,Belgium,BE,70.5,104.2,85.14,44.89,entsoe.eu,false,
2024-02-18 11:00:00,Belgium,Belgium,BE,71.52,105.19,85.15,45.5,entsoe.eu,false,
2024-02-18 12:00:00,Belgium,Belgium,BE,71.2,104.57,85.08,44.64,entsoe.eu,false,
2024-02-18 13:00:00,Belgium,Belgium,BE,71.47,105.03,84.95,43.86,entsoe.eu,false,
2024-02-18 14:00:00,Belgium,Belgium,BE,74.31,108.64,84.37,42.48,entsoe.eu,false,
2024-02-18 15:00:00,Belgium,Belgium,BE,82.22,118.38,82.69,36.96,entsoe.eu,false,
2024-02-18 16:00:00,Belgium,Belgium,BE,90.74,127.89,80.98,33.5,entsoe.eu,false,
2024-02-18 17:00:00,Belgium,Belgium,BE,104.29,139.89,79.79,33.87,entsoe.eu,false,
2024-02-18 18:00:00,Belgium,Belgium,BE,119.52,157.57,76.71,30.91,entsoe.eu,false,
2024-02-18 19:00:00,Belgium,Belgium,BE,111.73,148.97,78.2,29.05,entsoe.eu,false,
2024-02-18 20:00:00,Belgium,Belgium,BE,107.45,148.51,77.59,26.39,entsoe.eu,false,
2024-02-18 21:00:00,Belgium,Belgium,BE,115.74,159.75,75.98,28.63,entsoe.eu,false,
2024-02-18 22:00:00,Belgium,Belgium,BE,117.03,161.43,75.87,30.04,entsoe.eu,false,
2024-02-18 23:00:00,Belgium,Belgium,BE,121.07,166.53,75.46,28.91,entsoe.eu,false,
2024-02-19 00:00:00,Belgium,Belgium,BE,128.06,175.57,74.03,26.01,entsoe.eu,false,
2024-02-19 01:00:00,Belgium,Belgium,BE,123.18,169.46,75.2,24.9,entsoe.eu,false,
2024-02-19 02:00:00,Belgium,Belgium,BE,109.31,152.26,77.6,21.44,entsoe.eu,false,
2024-02-19 03:00:00,Belgium,Belgium,BE,109.11,152.01,77.42,19.18,entsoe.eu,false,
2024-02-19 04:00:00,Belgium,Belgium,BE,95.92,135.58,79.53,17.15,entsoe.eu,false,
2024-02-19 05:00:00,Belgium,Belgium,BE,98.39,138.37,78.97,23.34,entsoe.eu,false,
2024-02-19 06:00:00,Belgium,Belgium,BE,114.21,152.23,77.71,25.91,entsoe.eu,false,
2024-02-19 07:00:00,Belgium,Belgium,BE,106.21,142.86,79.31,31.21,entsoe.eu,false,
2024-02-19 08:00:00,Belgium,Belgium,BE,100.5,138.99,79.96,33.96,entsoe.eu,false,
2024-02-19 09:00:00,Belgium,Belgium,BE,90.41,127.37,81.31,35.11,entsoe.eu,false,
2024-02-19 10:00:00,Belgium,Belgium,BE,110.71,147.69,78.89,38.23,entsoe.eu,false,
2024-02-19 11:00:00,Belgium,Belgium,BE,99.69,136.88,80.08,39.23,entsoe.eu,false,
2024-02-19 12:00:00,Belgium,Belgium,BE,96.61,136.14,79.6,37.36,entsoe.eu,false,
2024-02-19 13:00:00,Belgium,Belgium,BE,101.74,142.2,78.79,36.18,entsoe.eu,false,
2024-02-19 14:00:00,Belgium,Belgium,BE,96.7,136.21,79.6,35.4,entsoe.eu,false,
2024-02-19 15:00:00,Belgium,Belgium,BE,109.25,150.98,77.16,31.55,entsoe.eu,false,
2024-02-19 16:00:00,Belgium,Belgium,BE,118.98,160.63,75.86,28.42,entsoe.eu,false,
2024-02-19 17:00:00,Belgium,Belgium,BE,122.75,161.6,76.08,30.09,entsoe.eu,false,
2024-02-19 18:00:00,Belgium,Belgium,BE,132.47,171.05,75.82,30.32,entsoe.eu,false,
2024-02-19 19:00:00,Belgium,Belgium,BE,129.41,172.85,74.95,27.6,entsoe.eu,false,
2024-02-19 20:00:00,Belgium,Belgium,BE,131.49,176.47,73.84,25.39,entsoe.eu,false,
2024-02-19 21:00:00,Belgium,Belgium,BE,135.13,182.2,72.35,24.51,entsoe.eu,false,
2024-02-19 22:00:00,Belgium,Belgium,BE,126.71,172.33,73.89,23.27,entsoe.eu,false,
2024-02-19 23:00:00,Belgium,Belgium,BE,122.61,167.25,74.78,23.46,entsoe.eu,false,
2024-02-20 00:00:00,Belgium,Belgium,BE,120.26,164.36,75.26,21.89,entsoe.eu,false,
2024-02-20 01:00:00,Belgium,Belgium,BE,118.65,162.75,75.45,20.85,entsoe.eu,false,
2024-02-20 02:00:00,Belgium,Belgium,BE,117.37,160.06,76.72,20.08,entsoe.eu,false,
2024-02-20 03:00:00,Belgium,Belgium,BE,111.58,152.88,77.62,16.73,entsoe.eu,false,
2024-02-20 04:00:00,Belgium,Belgium,BE,111.7,152.99,77.3,16.75,entsoe.eu,false,
2024-02-20 05:00:00,Belgium,Belgium,BE,110.14,152.23,76.43,21.14,entsoe.eu,false,
2024-02-20 06:00:00,Belgium,Belgium,BE,125.98,166.82,74.99,25.25,entsoe.eu,false,
2024-02-20 07:00:00,Belgium,Belgium,BE,127.74,167.85,75.08,28.97,entsoe.eu,false,
2024-02-20 08:00:00,Belgium,Belgium,BE,103.45,144.04,78.34,29.06,entsoe.eu,false,
2024-02-20 09:00:00,Belgium,Belgium,BE,97.9,138.47,80.44,37.16,entsoe.eu,false,
2024-02-20 10:00:00,Belgium,Belgium,BE,97.73,139.5,80.94,45.05,entsoe.eu,false,
2024-02-20 11:00:00,Belgium,Belgium,BE,82.65,122.62,82.81,49.27,entsoe.eu,false,
2024-02-20 12:00:00,Belgium,Belgium,BE,89.3,128.64,82.14,47.59,entsoe.eu,false,
2024-02-20 13:00:00,Belgium,Belgium,BE,90.91,130.23,81.16,43.71,entsoe.eu,false,
2024-02-20 14:00:00,Belgium,Belgium,BE,80.95,117.35,83.02,42.19,entsoe.eu,false,
2024-02-20 15:00:00,Belgium,Belgium,BE,86.33,123.21,81.84,39.8,entsoe.eu,false,
2024-02-20 16:00:00,Belgium,Belgium,BE,95.11,132.46,80.02,35.67,entsoe.eu,false,
2024-02-20 17:00:00,Belgium,Belgium,BE,102.66,137.02,80.18,38.58,entsoe.eu,false,
2024-02-20 18:00:00,Belgium,Belgium,BE,112.54,150.47,78.01,42.14,entsoe.eu,false,
2024-02-20 19:00:00,Belgium,Belgium,BE,116.61,156.3,77.49,44.51,entsoe.eu,false,
2024-02-20 20:00:00,Belgium,Belgium,BE,110.18,151.17,77.61,43.85,entsoe.eu,false,
2024-02-20 21:00:00,Belgium,Belgium,BE,116.94,159.16,76.78,43.69,entsoe.eu,false,
2024-02-20 22:00:00,Belgium,Belgium,BE,118.01,160.11,76.8,44.81,entsoe.eu,false,
2024-02-20 23:00:00,Belgium,Belgium,BE,104.29,144.08,79.56,43.68,entsoe.eu,false,
2024-02-21 00:00:00,Belgium,Belgium,BE,105.73,145.9,79.16,42.84,entsoe.eu,false,
2024-02-21 01:00:00,Belgium,Belgium,BE,103.85,144.17,78.78,39.25,entsoe.eu,false,
2024-02-21 02:00:00,Belgium,Belgium,BE,99.95,139.2,80.12,37.64,entsoe.eu,false,
2024-02-21 03:00:00,Belgium,Belgium,BE,94.69,133.18,80.38,30.96,entsoe.eu,false,
2024-02-21 04:00:00,Belgium,Belgium,BE,94.84,133.58,80.11,29.66,entsoe.eu,false,
2024-02-21 05:00:00,Belgium,Belgium,BE,86.42,123.65,81.64,33.25,entsoe.eu,false,
2024-02-21 06:00:00,Belgium,Belgium,BE,95.64,127.88,82.15,36.56,entsoe.eu,false,
2024-02-21 07:00:00,Belgium,Belgium,BE,92.01,122.65,83.08,37.65,entsoe.eu,false,
2024-02-21 08:00:00,Belgium,Belgium,BE,83.21,112.11,84.99,40.47,entsoe.eu,false,
2024-02-21 09:00:00,Belgium,Belgium,BE,77.74,111.69,84.15,40.5,entsoe.eu,false,
2024-02-21 10:00:00,Belgium,Belgium,BE,79.12,114.09,83.69,44.32,entsoe.eu,false,
2024-02-21 11:00:00,Belgium,Belgium,BE,73.38,107.57,84.86,45.3,entsoe.eu,false,
2024-02-21 12:00:00,Belgium,Belgium,BE,70.47,103.65,85.41,45.18,entsoe.eu,false,
2024-02-21 13:00:00,Belgium,Belgium,BE,77.31,111.58,84.13,43.96,entsoe.eu,false,
2024-02-21 14:00:00,Belgium,Belgium,BE,73.95,106.87,84.73,43.09,entsoe.eu,false,
2024-02-21 15:00:00,Belgium,Belgium,BE,74.08,106.7,84.69,42.13,entsoe.eu,false,
2024-02-21 16:00:00,Belgium,Belgium,BE,74.46,106.51,84.69,41.69,entsoe.eu,false,
2024-02-21 17:00:00,Belgium,Belgium,BE,78.9,111.73,83.9,42.64,entsoe.eu,false,
2024-02-21 18:00:00,Belgium,Belgium,BE,82.35,116.33,83.46,42.94,entsoe.eu,false,
2024-02-21 19:00:00,Belgium,Belgium,BE,77.5,111.19,83.95,43.43,entsoe.eu,false,
2024-02-21 20:00:00,Belgium,Belgium,BE,74.78,107.76,84.42,42.48,entsoe.eu,false,
2024-02-21 21:00:00,Belgium,Belgium,BE,78.01,111.92,84.03,42.61,entsoe.eu,false,
2024-02-21 22:00:00,Belgium,Belgium,BE,76.84,110.67,83.92,40.89,entsoe.eu,false,
2024-02-21 23:00:00,Belgium,Belgium,BE,78.33,112.21,84.38,42.86,entsoe.eu,false,
2024-02-22 00:00:00,Belgium,Belgium,BE,83.84,118.91,83.47,40.73,entsoe.eu,false,
2024-02-22 01:00:00,Belgium,Belgium,BE,87.3,123.41,82.77,39.83,entsoe.eu,false,
2024-02-22 02:00:00,Belgium,Belgium,BE,78.21,112.42,83.64,34.0,entsoe.eu,false,
2024-02-22 03:00:00,Belgium,Belgium,BE,80.7,115.46,83.05,32.08,entsoe.eu,false,
2024-02-22 04:00:00,Belgium,Belgium,BE,84.53,120.54,82.02,30.78,entsoe.eu,false,
2024-02-22 05:00:00,Belgium,Belgium,BE,100.55,135.68,80.2,34.7,entsoe.eu,false,
2024-02-22 06:00:00,Belgium,Belgium,BE,103.06,135.13,80.83,34.99,entsoe.eu,false,
2024-02-22 07:00:00,Belgium,Belgium,BE,102.34,135.56,80.62,33.72,entsoe.eu,false,
2024-02-22 08:00:00,Belgium,Belgium,BE,90.74,122.89,82.47,37.57,entsoe.eu,false,
2024-02-22 09:00:00,Belgium,Belgium,BE,83.47,116.64,83.21,39.72,entsoe.eu,false,
2024-02-22 10:00:00,Belgium,Belgium,BE,79.65,114.7,83.05,40.71,entsoe.eu,false,
2024-02-22 11:00:00,Belgium,Belgium,BE,77.95,112.77,83.59,43.58,entsoe.eu,false,
2024-02-22 12:00:00,Belgium,Belgium,BE,76.74,112.08,83.6,43.9,entsoe.eu,false,
2024-02-22 13:00:00,Belgium,Belgium,BE,79.21,114.77,83.19,43.88,entsoe.eu,false,
2024-02-22 14:00:00,Belgium,Belgium,BE,79.17,114.32,83.14,42.65,entsoe.eu,false,
2024-02-22 15:00:00,Belgium,Belgium,BE,78.9,113.69,83.2,42.35,entsoe.eu,false,
2024-02-22 16:00:00,Belgium,Belgium,BE,83.72,117.94,82.84,41.45,entsoe.eu,false,
2024-02-22 17:00:00,Belgium,Belgium,BE,92.96,130.23,80.7,42.26,entsoe.eu,false,
2024-02-22 18:00:00,Belgium,Belgium,BE,101.15,140.24,79.36,44.64,entsoe.eu,false,
2024-02-22 19:00:00,Belgium,Belgium,BE,87.34,123.83,82.34,47.23,entsoe.eu,false,
2024-02-22 20:00:00,Belgium,Belgium,BE,86.09,120.7,83.17,47.91,entsoe.eu,false,
2024-02-22 21:00:00,Belgium,Belgium,BE,85.6,121.02,82.83,48.23,entsoe.eu,false,
2024-02-22 22:00:00,Belgium,Belgium,BE,87.5,124.25,82.49,49.28,entsoe.eu,false,
2024-02-22 23:00:00,Belgium,Belgium,BE,81.64,117.1,83.88,49.52,entsoe.eu,false,
2024-02-23 00:00:00,Belgium,Belgium,BE,82.79,118.46,83.68,49.26,entsoe.eu,false,
2024-02-23 01:00:00,Belgium,Belgium,BE,86.01,122.25,82.99,49.55,entsoe.eu,false,
2024-02-23 02:00:00,Belgium,Belgium,BE,86.42,122.81,82.85,47.83,entsoe.eu,false,
2024-02-23 03:00:00,Belgium,Belgium,BE,87.2,123.83,82.76,45.84,entsoe.eu,false,
2024-02-23 04:00:00,Belgium,Belgium,BE,81.65,116.9,83.87,44.54,entsoe.eu,false,
2024-02-23 05:00:00,Belgium,Belgium,BE,81.91,117.07,83.66,44.0,entsoe.eu,false,
2024-02-23 06:00:00,Belgium,Belgium,BE,94.1,127.9,82.7,46.51,entsoe.eu,false,
2024-02-23 07:00:00,Belgium,Belgium,BE,101.57,135.31,82.01,49.98,entsoe.eu,false,
2024-02-23 08:00:00,Belgium,Belgium,BE,95.46,132.01,82.01,51.06,entsoe.eu,false,
2024-02-23 09:00:00,Belgium,Belgium,BE,84.13,121.37,83.28,52.36,entsoe.eu,false,
2024-02-23 10:00:00,Belgium,Belgium,BE,81.55,119.05,83.83,54.74,entsoe.eu,false,
2024-02-23 11:00:00,Belgium,Belgium,BE,80.58,118.13,83.97,55.02,entsoe.eu,false,
2024-02-23 12:00:00,Belgium,Belgium,BE,75.09,112.29,84.41,54.93,entsoe.eu,false,
2024-02-23 13:00:00,Belgium,Belgium,BE,83.22,121.62,83.35,52.54,entsoe.eu,false,
2024-02-23 14:00:00,Belgium,Belgium,BE,82.95,121.22,82.88,49.28,entsoe.eu,false,
2024-02-23 15:00:00,Belgium,Belgium,BE,99.21,135.88,80.9,41.28,entsoe.eu,false,
2024-02-23 16:00:00,Belgium,Belgium,BE,113.73,149.29,78.3,35.43,entsoe.eu,false,
2024-02-23 17:00:00,Belgium,Belgium,BE,125.38,164.63,75.75,36.4,entsoe.eu,false,
2024-02-23 18:00:00,Belgium,Belgium,BE,143.91,185.7,73.22,38.83,entsoe.eu,false,
2024-02-23 19:00:00,Belgium,Belgium,BE,148.47,190.37,72.67,38.4,entsoe.eu,false,
2024-02-23 20:00:00,Belgium,Belgium,BE,152.63,199.92,70.47,34.32,entsoe.eu,false,
2024-02-23 21:00:00,Belgium,Belgium,BE,152.69,201.86,70.3,34.93,entsoe.eu,false,
2024-02-23 22:00:00,Belgium,Belgium,BE,152.66,202.44,70.05,34.07,entsoe.eu,false,
2024-02-23 23:00:00,Belgium,Belgium,BE,139.22,186.54,72.55,32.26,entsoe.eu,false,
2024-02-24 00:00:00,Belgium,Belgium,BE,131.8,178.54,73.5,33.56,entsoe.eu,false,
2024-02-24 01:00:00,Belgium,Belgium,BE,122.19,167.46,75.03,32.23,entsoe.eu,false,
2024-02-24 02:00:00,Belgium,Belgium,BE,113.86,155.89,76.56,26.92,entsoe.eu,false,
2024-02-24 03:00:00,Belgium,Belgium,BE,107.64,149.04,77.32,24.61,entsoe.eu,false,
2024-02-24 04:00:00,Belgium,Belgium,BE,106.18,147.76,77.64,25.48,entsoe.eu,false,
2024-02-24 05:00:00,Belgium,Belgium,BE,118.64,162.5,75.96,25.84,entsoe.eu,false,
2024-02-24 06:00:00,Belgium,Belgium,BE,118.09,161.24,76.24,27.16,entsoe.eu,false,
2024-02-24 07:00:00,Belgium,Belgium,BE,126.16,171.68,74.66,30.4,entsoe.eu,false,
2024-02-24 08:00:00,Belgium,Belgium,BE,124.83,170.71,75.6,38.32,entsoe.eu,false,
2024-02-24 09:00:00,Belgium,Belgium,BE,106.82,150.37,78.14,42.4,entsoe.eu,false,
2024-02-24 10:00:00,Belgium,Belgium,BE,94.13,135.5,80.58,46.19,entsoe.eu,false,
2024-02-24 11:00:00,Belgium,Belgium,BE,81.43,120.66,83.01,46.4,entsoe.eu,false,
2024-02-24 12:00:00,Belgium,Belgium,BE,73.08,110.57,84.61,45.88,entsoe.eu,false,
2024-02-24 13:00:00,Belgium,Belgium,BE,72.96,109.88,84.61,43.86,entsoe.eu,false,
2024-02-24 14:00:00,Belgium,Belgium,BE,81.79,119.86,82.73,40.58,entsoe.eu,false,
2024-02-24 15:00:00,Belgium,Belgium,BE,96.91,137.43,79.49,33.09,entsoe.eu,false,
2024-02-24 16:00:00,Belgium,Belgium,BE,106.92,142.68,79.31,32.4,entsoe.eu,false,
2024-02-24 17:00:00,Belgium,Belgium,BE,119.36,155.14,78.48,33.17,entsoe.eu,false,
2024-02-24 18:00:00,Belgium,Belgium,BE,132.7,171.28,75.87,34.36,entsoe.eu,false,
2024-02-24 19:00:00,Belgium,Belgium,BE,128.1,168.55,76.54,34.16,entsoe.eu,false,
2024-02-24 20:00:00,Belgium,Belgium,BE,119.89,162.95,76.23,32.77,entsoe.eu,false,
2024-02-24 21:00:00,Belgium,Belgium,BE,131.13,177.53,74.04,35.25,entsoe.eu,false,
2024-02-24 22:00:00,Belgium,Belgium,BE,138.65,187.03,72.62,35.55,entsoe.eu,false,
2024-02-24 23:00:00,Belgium,Belgium,BE,139.48,188.55,72.27,34.48,entsoe.eu,false,
2024-02-25 00:00:00,Belgium,Belgium,BE,139.71,188.65,72.49,32.67,entsoe.eu,false,
2024-02-25 01:00:00,Belgium,Belgium,BE,143.64,193.83,71.66,30.11,entsoe.eu,false,
2024-02-25 02:00:00,Belgium,Belgium,BE,132.85,180.97,73.76,27.36,entsoe.eu,false,
2024-02-25 03:00:00,Belgium,Belgium,BE,127.36,174.1,74.79,25.33,entsoe.eu,false,
2024-02-25 04:00:00,Belgium,Belgium,BE,131.01,178.42,74.17,23.57,entsoe.eu,false,
2024-02-25 05:00:00,Belgium,Belgium,BE,139.1,188.32,72.74,22.9,entsoe.eu,false,
2024-02-25 06:00:00,Belgium,Belgium,BE,130.48,177.38,74.37,22.85,entsoe.eu,false,
2024-02-25 07:00:00,Belgium,Belgium,BE,130.87,179.11,74.01,25.99,entsoe.eu,false,
2024-02-25 08:00:00,Belgium,Belgium,BE,132.06,182.44,73.59,31.57,entsoe.eu,false,
2024-02-25 09:00:00,Belgium,Belgium,BE,121.65,170.83,75.33,35.23,entsoe.eu,false,
2024-02-25 10:00:00,Belgium,Belgium,BE,115.76,164.16,76.65,38.92,entsoe.eu,false,
2024-02-25 11:00:00,Belgium,Belgium,BE,104.68,151.23,78.86,41.79,entsoe.eu,false,
2024-02-25 12:00:00,Belgium,Belgium,BE,87.53,130.14,81.7,40.93,entsoe.eu,false,
2024-02-25 13:00:00,Belgium,Belgium,BE,91.85,135.13,80.95,39.38,entsoe.eu,false,
2024-02-25 14:00:00,Belgium,Belgium,BE,94.57,137.17,79.66,32.76,entsoe.eu,false,
2024-02-25 15:00:00,Belgium,Belgium,BE,110.91,155.26,75.38,24.89,entsoe.eu,false,
2024-02-25 16:00:00,Belgium,Belgium,BE,121.35,160.18,75.37,27.3,entsoe.eu,false,
2024-02-25 17:00:00,Belgium,Belgium,BE,118.5,155.83,76.09,30.58,entsoe.eu,false,
2024-02-25 18:00:00,Belgium,Belgium,BE,114.3,151.89,76.58,34.19,entsoe.eu,false,
2024-02-25 19:00:00,Belgium,Belgium,BE,102.87,142.26,77.42,34.18,entsoe.eu,false,
2024-02-25 20:00:00,Belgium,Belgium,BE,89.74,126.14,80.72,37.04,entsoe.eu,false,
2024-02-25 21:00:00,Belgium,Belgium,BE,88.15,124.57,81.13,38.41,entsoe.eu,false,
2024-02-25 22:00:00,Belgium,Belgium,BE,88.27,125.34,80.96,39.18,entsoe.eu,false,
2024-02-25 23:00:00,Belgium,Belgium,BE,90.42,128.39,80.37,39.39,entsoe.eu,false,
2024-02-26 00:00:00,Belgium,Belgium,BE,91.73,130.32,79.91,40.93,entsoe.eu,false,
2024-02-26 01:00:00,Belgium,Belgium,BE,93.21,131.92,79.65,42.17,entsoe.eu,false,
2024-02-26 02:00:00,Belgium,Belgium,BE,94.94,133.98,79.33,41.87,entsoe.eu,false,
2024-02-26 03:00:00,Belgium,Belgium,BE,98.21,137.96,78.65,41.43,entsoe.eu,false,
2024-02-26 04:00:00,Belgium,Belgium,BE,98.43,138.44,78.35,39.95,entsoe.eu,false,
2024-02-26 05:00:00,Belgium,Belgium,BE,106.51,148.38,76.34,38.28,entsoe.eu,false,
2024-02-26 06:00:00,Belgium,Belgium,BE,112.83,154.7,75.5,38.21,entsoe.eu,false,
2024-02-26 07:00:00,Belgium,Belgium,BE,114.36,156.45,75.15,38.24,entsoe.eu,false,
2024-02-26 08:00:00,Belgium,Belgium,BE,126.79,171.91,72.65,39.74,entsoe.eu,false,
2024-02-26 09:00:00,Belgium,Belgium,BE,123.23,167.82,73.39,41.68,entsoe.eu,false,
2024-02-26 10:00:00,Belgium,Belgium,BE,122.8,168.5,73.85,41.7,entsoe.eu,false,
2024-02-26 11:00:00,Belgium,Belgium,BE,119.1,165.06,73.44,42.28,entsoe.eu,false,
2024-02-26 12:00:00,Belgium,Belgium,BE,112.3,155.97,75.08,42.64,entsoe.eu,false,
2024-02-26 13:00:00,Belgium,Belgium,BE,115.03,158.69,74.82,42.84,entsoe.eu,false,
2024-02-26 14:00:00,Belgium,Belgium,BE,112.04,155.69,75.14,41.77,entsoe.eu,false,
2024-02-26 15:00:00,Belgium,Belgium,BE,110.97,153.82,75.39,40.35,entsoe.eu,false,
2024-02-26 16:00:00,Belgium,Belgium,BE,109.88,151.85,75.78,38.84,entsoe.eu,false,
2024-02-26 17:00:00,Belgium,Belgium,BE,120.6,160.15,75.4,42.24,entsoe.eu,false,
2024-02-26 18:00:00,Belgium,Belgium,BE,134.79,177.42,73.64,42.0,entsoe.eu,false,
2024-02-26 19:00:00,Belgium,Belgium,BE,136.24,181.84,72.49,40.41,entsoe.eu,false,
2024-02-26 20:00:00,Belgium,Belgium,BE,118.0,161.76,74.75,40.1,entsoe.eu,false,
2024-02-26 21:00:00,Belgium,Belgium,BE,108.46,150.42,76.52,41.1,entsoe.eu,false,
2024-02-26 22:00:00,Belgium,Belgium,BE,103.58,144.06,77.79,40.44,entsoe.eu,false,
2024-02-26 23:00:00,Belgium,Belgium,BE,86.67,123.47,81.21,37.41,entsoe.eu,false,
2024-02-27 00:00:00,Belgium,Belgium,BE,89.82,127.23,80.56,35.35,entsoe.eu,false,
2024-02-27 01:00:00,Belgium,Belgium,BE,89.42,127.11,80.42,33.28,entsoe.eu,false,
2024-02-27 02:00:00,Belgium,Belgium,BE,92.37,130.64,79.61,31.22,entsoe.eu,false,
2024-02-27 03:00:00,Belgium,Belgium,BE,97.59,136.99,78.65,29.39,entsoe.eu,false,
2024-02-27 04:00:00,Belgium,Belgium,BE,107.49,149.59,76.19,27.74,entsoe.eu,false,
2024-02-27 05:00:00,Belgium,Belgium,BE,129.41,177.48,70.46,24.61,entsoe.eu,false,
2024-02-27 06:00:00,Belgium,Belgium,BE,153.42,205.16,66.04,25.09,entsoe.eu,false,
2024-02-27 07:00:00,Belgium,Belgium,BE,165.94,219.17,63.89,25.89,entsoe.eu,false,
2024-02-27 08:00:00,Belgium,Belgium,BE,168.1,226.71,62.47,25.44,entsoe.eu,false,
2024-02-27 09:00:00,Belgium,Belgium,BE,161.58,221.26,63.78,31.25,entsoe.eu,false,
2024-02-27 10:00:00,Belgium,Belgium,BE,154.28,215.01,64.99,36.27,entsoe.eu,false,
2024-02-27 11:00:00,Belgium,Belgium,BE,142.98,201.14,67.81,39.65,entsoe.eu,false,
2024-02-27 12:00:00,Belgium,Belgium,BE,142.64,200.76,67.79,39.28,entsoe.eu,false,
2024-02-27 13:00:00,Belgium,Belgium,BE,151.07,208.64,66.49,36.49,entsoe.eu,false,
2024-02-27 14:00:00,Belgium,Belgium,BE,153.44,213.0,64.9,30.45,entsoe.eu,false,
2024-02-27 15:00:00,Belgium,Belgium,BE,168.35,229.67,61.48,23.4,entsoe.eu,false,
2024-02-27 16:00:00,Belgium,Belgium,BE,197.68,263.67,54.5,15.29,entsoe.eu,false,
2024-02-27 17:00:00,Belgium,Belgium,BE,201.43,262.1,55.28,16.94,entsoe.eu,false,
2024-02-27 18:00:00,Belgium,Belgium,BE,204.9,265.33,54.76,16.16,entsoe.eu,false,
2024-02-27 19:00:00,Belgium,Belgium,BE,205.72,270.08,53.33,12.21,entsoe.eu,false,
2024-02-27 20:00:00,Belgium,Belgium,BE,203.64,270.66,52.8,10.49,entsoe.eu,false,
2024-02-27 21:00:00,Belgium,Belgium,BE,218.31,287.74,51.19,10.26,entsoe.eu,false,
2024-02-27 22:00:00,Belgium,Belgium,BE,213.63,283.22,50.93,11.52,entsoe.eu,false,
2024-02-27 23:00:00,Belgium,Belgium,BE,193.76,258.1,55.72,13.61,entsoe.eu,false,
2024-02-28 00:00:00,Belgium,Belgium,BE,198.97,264.99,54.46,13.93,entsoe.eu,false,
2024-02-28 01:00:00,Belgium,Belgium,BE,194.68,259.91,55.37,14.29,entsoe.eu,false,
2024-02-28 02:00:00,Belgium,Belgium,BE,189.63,253.46,56.77,13.77,entsoe.eu,false,
2024-02-28 03:00:00,Belgium,Belgium,BE,192.46,255.25,58.13,12.93,entsoe.eu,false,
2024-02-28 04:00:00,Belgium,Belgium,BE,199.23,262.12,56.99,13.01,entsoe.eu,false,
2024-02-28 05:00:00,Belgium,Belgium,BE,199.12,265.12,54.34,12.83,entsoe.eu,false,
