ExportIndex,Index,Emission (gCO2)
29,13h,0.00229633
29,14h,0.00230867
29,15h,0.00207533
29,16h,0.002095
29,17h,0.00247333
29,18h,0.00197333
29,19h,0.00205733
29,20h,0.00244333
29,21h,0.00197333
29,22h,0.001637
29,23h,0.00168167
29,24h,0.00171567
30,1h,0.00209667
30,2h,0.00217233
30,3h,0.00220133
30,4h,0.002136
30,5h,0.00213533
30,6h,0.00230033
30,7h,0.00238567
30,8h,0.002429
30,9h,0.00228167
30,10h,0.00218933
30,11h,0.00215133
30,12h,0.002216
30,13h,0.00229633
30,14h,0.00230867
30,15h,0.00207533
30,16h,0.002095
30,17h,0.00247333
30,18h,0.00197333
30,19h,0.00205733
30,20h,0.00244333
30,21h,0.00197333
30,22h,0.001637
30,23h,0.00168167
30,24h,0.00171567
31,1h,0.00209667
31,2h,0.00217233
31,3h,0.00220133
31,4h,0.002136
31,5h,0.00213533
31,6h,0.00230033
31,7h,0.00238567
31,8h,0.002429
31,9h,0.00228167
31,10h,0.00218933
31,11h,0.00215133
31,12h,0.002216
31,13h,0.00229633
31,14h,0.00230867
31,15h,0.00207533
31,16h,0.002095
31,17h,0.00247333
31,18h,0.00197333
31,19h,0.00205733
31,20h,0.00244333
31,21h,0.00197333
31,22h,0.001637
31,23h,0.00168167
31,24h,0.00171567
32,1h,0.00209667
32,2h,0.00217233
32,3h,0.00220133
32,4h,0.002136
32,5h,0
32,6h,0
32,7h,0
32,8h,0
32,9h,0
32,10h,0
32,11h,0
32,12h,0
32,13h,0
32,14h,0
32,15h,0
32,16h,0
32,17h,0
32,18h,0
32,19h,0
32,20h,0
32,21h,0
32,22h,0
32,23h,0
32,24h,0
